,USD-AUD Return,USD-CAD Return,USD-CHF Return,USD-CNY Return,USD-EUR Return,USD-GBP Return,USD-HKD Return,USD-JPY Return,USD-NZD Return,USD-XAU Return
2029-09-01,-0.3069445456881107,-0.10253862334167,-0.2092717631539352,-0.05367153179714099,-0.18823600782645986,-0.10711639364098993,-0.004725388222119659,-0.18269541826709593,-0.2779268511739755,-0.3216759838539139
2029-10-01,-0.31340235442288156,-0.10462449414330942,-0.21345777423393808,-0.05486753340151949,-0.19191897334214897,-0.10920676331054167,-0.004769167972330594,-0.1871964982976287,-0.28322577658543674,-0.3284228871390418
2029-11-01,-0.319910474501475,-0.10672301158411204,-0.2176794650813619,-0.0560765525727195,-0.19563238898413884,-0.11130882414040941,-0.0048133328267051575,-0.19173437827545053,-0.2885677313757281,-0.33522433578729194
2029-12-01,-0.32646954035988185,-0.1088344842391396,-0.22193718409223512,-0.0572987212924956,-0.19937658646271877,-0.11342289252923371,-0.004857885216143683,-0.1963094402633666,-0.29395321460919405,-0.34208095810855366
2030-01-01,-0.3330789760236631,-0.11095882665972935,-0.22623072100078417,-0.058534045201135525,-0.20315131573552428,-0.11554908465656163,-0.004902844241560166,-0.20092137385218078,-0.2993818799968151,-0.34899227327741744
2030-02-01,-0.339739814810169,-0.11309645623883016,-0.23056063362222592,-0.05978268673074381,-0.2069571151317351,-0.11768774731503985,-0.0049482085542227145,-0.20557083054075417,-0.3048545374933484,-0.35595929765257006
2030-03-01,-0.3464517313467395,-0.11524738782011061,-0.23492680058629195,-0.061044675523153305,-0.21079384149677524,-0.11983905644043645,-0.004993991872056965,-0.21025760350700584,-0.31037098741083735,-0.36298175093052587
2030-04-01,-0.35321497420325537,-0.11741177885611848,-0.2393294422339974,-0.06232012094001188,-0.21466166311508708,-0.12200324918884228,-0.005040205176687808,-0.2149819092803538,-0.31593149285541067,-0.37005994893312233
2030-06-01,-0.3668968079252761,-0.12178184749283474,-0.2482450403366363,-0.06491177859401218,-0.22249137407157557,-0.1263713705052126,-0.005133952254150616,-0.2245439467310219,-0.327185901764506,-0.3843849646190156
2030-07-01,-0.3738157613305107,-0.12398783571043956,-0.2527583268406852,-0.06622818755272836,-0.22645351328949265,-0.12857576664765816,-0.005181506237465948,-0.2293819642866083,-0.3328801959454581,-0.3916322291307984
2030-08-01,-0.38078709291713864,-0.12620801976195067,-0.2573088658001539,-0.06755843954723667,-0.23044738515319502,-0.13079404467996605,-0.005229524541400269,-0.23425822577541472,-0.33861953268292866,-0.39893639181919405
2030-09-01,-0.38781105896882384,-0.12844258960957275,-0.26189685960930975,-0.06890263752676948,-0.23447315607132746,-0.13302644173280861,-0.0052780168991889125,-0.23917291440715818,-0.34440417898257414,-0.4062977372023423
2030-10-01,-0.3948878340765344,-0.13069168933381153,-0.26652251510331404,-0.07026089516831804,-0.23853096639063157,-0.1352732116703212,-0.005326997904566393,-0.24412618146108972,-0.3502343519679205,-0.4137164936675792
2030-11-01,-0.40201778320742576,-0.13295555231751557,-0.2711860538071993,-0.07163332955784343,-0.24262101000180453,-0.13753461873989967,-0.005376471573794773,-0.249118258789282,-0.35611034121466506,-0.4211930355731672
2030-12-01,-0.4092016127963979,-0.13523445338571333,-0.2758878877765991,-0.07302005295429262,-0.24674367203619954,-0.13981093660042765,-0.005426441350689251,-0.25414959651504726,-0.36203271242892254,-0.4287280723827865
2031-01-01,-0.41643877671394175,-0.13752835796935614,-0.28062787958054913,-0.07442114207174844,-0.25089873417519426,-0.14210233887679563,-0.005476930257994415,-0.2592199077973007,-0.36800117005663074,-0.4363211496727084
2031-02-01,-0.42373015808153136,-0.13983764101947388,-0.28540653376588704,-0.07583675783920155,-0.25508666380052053,-0.14440916741488524,-0.005527939831849453,-0.2643297523526351,-0.3740164048139723,-0.44397313862259485
2031-03-01,-0.4310759100333152,-0.14216243977671852,-0.29022399034775936,-0.07726699271151029,-0.2593075662278301,-0.14673163470141293,-0.00557947884867979,-0.2694792326679925,-0.38007857250121135,-0.4516842174284472
2031-04-01,-0.43847626932516187,-0.1445028862458384,-0.29508050759172005,-0.07871195603914852,-0.2635616230449133,-0.14906995746595142,-0.00563156160849583,-0.27466858513163306,-0.38618795567191766,-0.4594546987002153
2031-05-01,-0.4459319287228183,-0.14685933836017612,-0.2999764871036691,-0.08017182251252078,-0.26784920074722585,-0.15142450654706124,-0.005684191895372335,-0.2798982042473974,-0.3923450860628361,-0.4672852508168589
2031-06-01,-0.4534426402991796,-0.14923179508684475,-0.30491190997145173,-0.08164664696999449,-0.2721702189250923,-0.15379541746372305,-0.005737385380853511,-0.2851680001138927,-0.39854986391920855,-0.4751757029943639
2031-07-01,-0.4610092117662025,-0.15162057371371057,-0.3098872782291236,-0.08313660417982344,-0.27652512399730167,-0.15618301331710957,-0.005791146456994746,-0.29047851824878856,-0.4048029291026331,-0.48312688591864666
2031-08-01,-0.4686321097387446,-0.15402596340484248,-0.3149028981489078,-0.08464182863747946,-0.2809141814729115,-0.15858759550024137,-0.005845483250818935,-0.2958300212068909,-0.41110470103186647,-0.49113924288905936
2031-09-01,-0.4763111690082844,-0.15644797401255875,-0.3199588616197224,-0.08616243945578192,-0.28533738193719355,-0.16100937564045098,-0.00590041662308758,-0.30122252186407716,-0.41745514964586433,-0.4992127428436947
2031-10-01,-0.48404683574170526,-0.1588868238164753,-0.32505540711603803,-0.0876985086269432,-0.28979495336609074,-0.16344854499398048,-0.005955947150562652,-0.3066562748315514,-0.4238546279649192,-0.5073477983569926
2031-11-01,-0.4918396346468946,-0.1613428315898132,-0.33019293077855905,-0.08925024381533779,-0.29428721153604626,-0.1659054888502672,-0.006012087156929791,-0.31213163008823863,-0.4303036028994873,-0.5155449612583191
2031-12-01,-0.4996899642746762,-0.16381613426812677,-0.3353717616327676,-0.09081776612839329,-0.2988144167266022,-0.16838041920210575,-0.006068847169607407,-0.31764892559066266,-0.4368024406079495,-0.5238047106991831
2032-01-01,-0.507598227891528,-0.16630699762742515,-0.3405921576466436,-0.09240120972624563,-0.3033767866673022,-0.17087363072117076,-0.006126233030081363,-0.32320838342007047,-0.4433514735018438,-0.5321274296192692
2032-02-01,-0.5155646731254332,-0.16881555036403184,-0.34585440926569916,-0.09400070827115867,-0.3079745232726003,-0.17338535005901798,-0.006184261116017432,-0.32881025684435333,-0.44995100188086923,-0.5405134539200409
2032-03-01,-0.5235898342352412,-0.17134207278971503,-0.35115882417181293,-0.09561639856336049,-0.31260790550202844,-0.17591585872378637,-0.006242933490354038,-0.33445485727216856,-0.4566014300416353,-0.5489632969608276
2032-04-01,-0.5316737646689206,-0.17388670639703305,-0.35650563334192836,-0.09724845674241625,-0.3172770446569097,-0.17846546945435615,-0.006302273438248726,-0.3401423040850601,-0.46330293655889926,-0.5574771101969737
2032-05-01,-0.5398173051062233,-0.1764497509684141,-0.36189526599670874,-0.09889699243616952,-0.3219823656028224,-0.1810344171958044,-0.006362275781318724,-0.345873106123877,-0.4700561254201396,-0.5660557045163799
2032-06-01,-0.5480205731128431,-0.1790313161395805,-0.3673279833029798,-0.10056217341500182,-0.3267240142263329,-0.18362296570101427,-0.006422961417353195,-0.3516474430767069,-0.47686121179114527,-0.5746993049998985
2032-07-01,-0.5562839758034693,-0.18163168529225976,-0.37280405358979385,-0.10224413621381467,-0.33150221633975574,-0.18623141571634158,-0.006484337304019884,-0.3574655437612738,-0.4837185464197503,-0.5834082979974115
2032-08-01,-0.5646081728914558,-0.18425111266059008,-0.37832394938908875,-0.10394306749171625,-0.33631736488669195,-0.1888600730437227,-0.00654641278012901,-0.3633278915037518,-0.4906286854386038,-0.5921834014946366
2032-09-01,-0.5729927507538979,-0.18688958043674658,-0.38388758911138143,-0.10565903346944633,-0.3411693032669244,-0.19150908321768514,-0.006609207536667579,-0.3692342759318455,-0.49759142297015657,-0.6010242724944139
2032-10-01,-0.5814394240943594,-0.18954764467068708,-0.3894959182180474,-0.10739229894783271,-0.3460589274018497,-0.19417888961622778,-0.006672714506758061,-0.37518579742306823,-0.5046080284273664,-0.6099326148629517
2032-11-01,-0.5899476269506252,-0.19222528963028468,-0.395148794703846,-0.10914294229207636,-0.35098600915554046,-0.19686966569474207,-0.0067369573377862296,-0.3811821408089164,-0.5116782015312039,-0.6189079278468376
2032-12-01,-0.5985181397395225,-0.19492281847622817,-0.4008467658653721,-0.11091117101364227,-0.35595101031177656,-0.19958174765423273,-0.006801946169322368,-0.38722385628102823,-0.5188026101021673,-0.6279510416902556
2033-01-01,-0.607151268235397,-0.1976404343382765,-0.40659007714221085,-0.11269713066946145,-0.3609541160350091,-0.20231540660078684,-0.00686768957009657,-0.3933111541361709,-0.5259815165805968,-0.6370622882690838
2033-02-01,-0.6158476647602802,-0.2003783967446483,-0.4123791892790256,-0.11450098460143833,-0.3659957151122998,-0.20507092895480775,-0.00693419689200331,-0.3994445059321917,-0.5332154917776707,-0.6462423647532738
2033-03-01,-0.6246074510583027,-0.20313684035871127,-0.4182142967236421,-0.11632287984275874,-0.3710759161535691,-0.20784857791559144,-0.00700148227184634,-0.40562403075033626,-0.5405046857539041,-0.65549145573299
2033-04-01,-0.6334314374870498,-0.20591609741703976,-0.4240959181829524,-0.1181630013834153,-0.376195179864128,-0.21064866297480422,-0.007069551773336704,-0.411850266102898,-0.5478497783302202,-0.6648103774252535
2033-05-01,-0.6423197219072881,-0.20871634350817092,-0.4300242387171702,-0.12002151178557864,-0.38135360620377967,-0.21347147727984628,-0.007138421146773297,-0.4181233023979354,-0.5552509203379021,-0.6741992737507603
2033-06-01,-0.6512726825273845,-0.21153773401275844,-0.43599960020125955,-0.12189856391749448,-0.38655144684582293,-0.21631728092592442,-0.007208103165097344,-0.4244434557247619,-0.5627084673947014,-0.6836586048132298
2033-07-01,-0.6602913281210477,-0.2143806438171989,-0.44202265185647704,-0.12379438194984535,-0.39178927546574743,-0.21918642275372124,-0.007278604079223315,-0.4308114172117012,-0.5702232474638667,-0.6931894078159221
2033-08-01,-0.669375326350285,-0.21724509345094567,-0.4480933751068492,-0.12570907669707887,-0.39706697934833846,-0.2220791141985253,-0.0073499444004936545,-0.4372270355558854,-0.5777951038405698,-0.702791436195324
2033-09-01,-0.6785259236069803,-0.2201315576147007,-0.45421247144862287,-0.127642875706868,-0.4023852169450717,-0.22499574212478096,-0.007422122280891541,-0.4436910825338689,-0.5854249937229756,-0.7124659007807304
2033-10-01,-0.6877432294178807,-0.2230401667232572,-0.46038017035627427,-0.129595939947645,-0.40774411533327704,-0.2279365772406731,-0.0074951563055737375,-0.45020369674823074,-0.5931130973479017,-0.7222129942671411
2033-11-01,-0.6970275989289851,-0.22597109809779492,-0.4665968107837063,-0.1315684317937346,-0.4131439232095786,-0.23090189041417486,-0.007569061286490165,-0.4567651716895891,-0.6008597811560131,-0.7320331421618632
2033-12-01,-0.7063793394274659,-0.22892453565687135,-0.47286269010556414,-0.13356052997273513,-0.41858484897584675,-0.23389195186927317,-0.007643849188816365,-0.4633757699126443,-0.6086653372979348,-0.7419267176435123
2034-01-01,-0.7157994923526668,-0.23190091438867994,-0.47917842868099825,-0.13557245735538054,-0.4240674565767435,-0.2369071717261914,-0.007719523600551292,-0.4700361276228888,-0.6165305844941755,-0.7518947428341343
2034-02-01,-0.7252882581081775,-0.2349003314456721,-0.4855443227163,-0.137604362959039,-0.4295919329776644,-0.23994776327750497,-0.007796102539597401,-0.47674649570298216,-0.6244557962229242,-0.7619375301081202
2034-03-01,-0.734846131481613,-0.2379231140148933,-0.4919607437461373,-0.13965647361912883,-0.43515857268041874,-0.2430141199386253,-0.007873597567059874,-0.48350717037289637,-0.6324414037199779,-0.7720555795670809
2034-04-01,-0.7444732534382947,-0.2409693375129579,-0.4984279060764911,-0.14172889929796578,-0.4407675077768223,-0.2461064200586544,-0.007952022448938386,-0.4903183256176906,-0.6404875943501325,-0.7822491135536147
2034-05-01,-0.7541704778682871,-0.24403933899003005,-0.5049464665019384,-0.14382192382299197,-0.4464192618925716,-0.2492250803290561,-0.008031392288179761,-0.49718061470600083,-0.64859511554299,-0.7925190878372116
2034-06-01,-0.7639384477757644,-0.24713345609223364,-0.5115168029285864,-0.14593570981875,-0.4521141831041209,-0.2523704180240894,-0.008111710976216728,-0.5040943880566053,-0.6567644814356325,-0.8028660992484487
2034-07-01,-0.7737771394893872,-0.2502517484961263,-0.5181390726027175,-0.14807040261698445,-0.4578523227008538,-0.255542654520387,-0.008192995939505128,-0.5110597301313603,-0.6649957592040151,-0.8132902336502071
2034-08-01,-0.7836876013277334,-0.2533946466637304,-0.5248140042255479,-0.15022628885437161,-0.46363429743939877,-0.25874223871823504,-0.00827525991765502,-0.5180773607257976,-0.6732898464534274,-0.8237925832632619
2034-09-01,-0.7936700348064094,-0.25656224080173695,-0.5315418384331247,-0.15240349407923315,-0.4694602683398256,-0.2619693671784056,-0.00835851567260618,-0.5251474846193463,-0.6816469628522047,-0.8343734296890073
2034-10-01,-0.8037249297657951,-0.2597548503247571,-0.5383229668638766,-0.1546022448471163,-0.4753305376784153,-0.265224420927233,-0.00844277634723543,-0.5322704274063482,-0.6900675606451614,-0.8450332899978301
2034-11-01,-0.8138527587639408,-0.2629726758487865,-0.5451578220740105,-0.15682274227446602,-0.48124542846876295,-0.26850770045990546,-0.008528058111967982,-0.5394465777730547,-0.6985520988224188,-0.8557727227572672
2034-12-01,-0.8240543107300665,-0.26621606032290646,-0.5520469228642277,-0.15906520752418246,-0.48720538375267125,-0.2718195735060115,-0.008614367669402415,-0.5466764542297818,-0.7071012149895813,-0.8665925405053494
2035-01-01,-0.8343300263003165,-0.26948523787462475,-0.5589906614486101,-0.1613298459426627,-0.49321069769649717,-0.2751603547599418,-0.0087017194942785,-0.5539604067905365,-0.7157153329879754,-0.8774932507940696
2035-02-01,-0.844680474332657,-0.27278043910049865,-0.5659894987253313,-0.1636168534339809,-0.499261730723364,-0.2785303494214721,-0.008790126851368126,-0.561298870413878,-0.724394971227917,-0.8884754959788608
2035-03-01,-0.8551055858818216,-0.27610181155824637,-0.573043578621488,-0.16592642339792818,-0.5053585209778222,-0.28192987176140055,-0.008879611882091206,-0.568691833908626,-0.7331401937668307,-0.8995392702669036
2035-04-01,-0.865606541887684,-0.279449754480628,-0.580153674543824,-0.1682588172090831,-0.511501738015013,-0.2853593213938441,-0.008970181655571783,-0.5761401280523203,-0.7419519591731685,-0.9106858148761777
2035-05-01,-0.8761838613745515,-0.2828245067034293,-0.5873201658081824,-0.17061421056972687,-0.5176916925348122,-0.2888189794691571,-0.00906184447593771,-0.5836441249077071,-0.7508307079366661,-0.92191569315064
2035-06-01,-0.8868375615068492,-0.28622621360108885,-0.5945433156502958,-0.17299284108571786,-0.5239285000212985,-0.29230919394943455,-0.009154628180403582,-0.5912039290319125,-0.7597766160867889,-0.933229037098782
2035-07-01,-0.8975686676143299,-0.2896552764410941,-0.601823715700592,-0.17539490466442853,-0.5302127077496324,-0.2958303081857991,-0.009248532849948338,-0.5988201807502721,-0.768790474147834,-0.9446268518237002
2035-08-01,-0.9083778965429676,-0.2931120059088764,-0.6091619810457493,-0.17782070398207508,-0.5365447805648819,-0.2993827641435082,-0.00934357802538684,-0.6064934439781289,-0.7778729410024593,-0.9561099688251824
2035-09-01,-0.9192647556523444,-0.29659634067460783,-0.6165580311025256,-0.18027033079953694,-0.5429245405237644,-0.3029666894238065,-0.009439786411074052,-0.6142234965030289,-0.7870237691481046,-0.9676780013911853
2035-10-01,-0.9302310013971015,-0.30010891084555635,-0.6240128833837026,-0.18274409764155108,-0.5493529336025168,-0.3065826144997019,-0.009537158142036572,-0.622011440069374,-0.7962443229108993,-0.9793326803015241
2035-11-01,-0.9412766837215587,-0.30364984952172874,-0.631526800951756,-0.1852422523604813,-0.5558300771613889,-0.31023086975274516,-0.009635716541023956,-0.6298574307124108,-0.805534757612557,-0.9910741938858535
2035-12-01,-0.9524025931724488,-0.3072194704804634,-0.6391003548295415,-0.1877650188328179,-0.5623564458539936,-0.3139118042342783,-0.009735473169776064,-0.6377620304609419,-0.8148957614168757,-1.002903385847151
2036-01-01,-0.9636086003959771,-0.31081788656692555,-0.6467336185628338,-0.19031254628328786,-0.5689320280683783,-0.3176256895690909,-0.009836446892448456,-0.6457251642748802,-0.8243273241474449,-1.0148201721417152
2036-02-01,-0.974896176926734,-0.3144455980974835,-0.6544275581770299,-0.19288517339496655,-0.575557663146976,-0.32137300366953114,-0.009938646122226108,-0.6537478736192591,-0.8338306499470652,-1.0268260975441335
2036-03-01,-0.9862651687424743,-0.3181026811464239,-0.6621822914666835,-0.19548307126422787,-0.5822333558047531,-0.3251540104514204,-0.01004209435319681,-0.661830130813983,-0.8434057468108642,-1.038921106893172
2036-04-01,-0.9977163750131004,-0.3217894765763335,-0.6699983969092601,-0.1981064938523479,-0.5889595778663438,-0.32896910721516226,-0.010146803070264781,-0.6699724983969472,-0.8530532938427084,-1.0511060555308043
2036-05-01,-1.0092509402499634,-0.3255064060384085,-0.6778766559926369,-0.2007557343370489,-0.5957370009191496,-0.33281872502586307,-0.010252783448175946,-0.67817578212004,-0.8627742539331721,-1.0633821505710652
2036-06-01,-1.0208686070528932,-0.32925354511408444,-0.6858171545982744,-0.2034309954471505,-0.6025655739893929,-0.3367031702650461,-0.010360061269519539,-0.6864398899740985,-0.872568552465791,-1.075749242409145
2036-07-01,-1.0325707461278208,-0.33303138489345574,-0.6938206869063821,-0.2061325316217007,-0.6094460378662947,-0.3406228539587741,-0.010468636299380482,-0.6947656977998891,-0.8824372536227948,-1.0882086940435136
2036-08-01,-1.0443570671070115,-0.33683996335582783,-0.7018874283221405,-0.2088605763544805,-0.6163783797289771,-0.34457809205522016,-0.010578544740811406,-0.7031531798460895,-0.8923803540900008,-1.1007603927641492
2036-09-01,-1.056228897941145,-0.3406797916701969,-0.7100181723133484,-0.2116154313854324,-0.6233633188132355,-0.34856935569836145,-0.010689788113602963,-0.711603187313185,-0.9023988684814677,-1.1134056710819127
2036-10-01,-1.0681859346232,-0.3445508945462208,-0.7182129778896159,-0.21439724616444722,-0.6304007916050024,-0.3525968843905749,-0.010802393457882092,-0.720115605642137,-0.9124927230291965,-1.1261443331968672
2036-11-01,-1.08023029354668,-0.3484539179824061,-0.7264731464921355,-0.21720642028449313,-0.6374919695416807,-0.35666123536848265,-0.010916362802160937,-0.7286919030521906,-0.9226635751936824,-1.1389785731992206
2036-12-01,-1.0923613349121841,-0.35238892516284215,-0.7347985286939016,-0.22004313201557651,-0.6446365934829148,-0.3607627128043165,-0.011031724596588202,-0.7373316716793537,-0.9329110804404226,-1.151907804926895
2037-01-01,-1.1045798761791827,-0.35635621132080464,-0.7431897477029559,-0.22290762545666393,-0.651835168306474,-0.36490167375757976,-0.011148493043020475,-0.7460355258342366,-0.9432359612117069,-1.1649329337371828
2037-02-01,-1.1168868491891115,-0.3603561257612439,-0.7516475024987789,-0.22580020228817682,-0.6590882606777785,-0.36907855618015695,-0.011266682785605393,-0.7548041597727824,-0.9536390095448735,-1.1780549973590977
2037-03-01,-1.1292828609612202,-0.3643890154760414,-0.7601722989201223,-0.22872113761543966,-0.6663962619925794,-0.3732937738681264,-0.011386311015767848,-0.7636380030050258,-0.9641208102138682,-1.1912746457623367
