,USD-AUD Return,USD-CAD Return,USD-CHF Return,USD-CNY Return,USD-EUR Return,USD-GBP Return,USD-HKD Return,USD-JPY Return,USD-NZD Return,USD-XAU Return
2029-05-01,-0.016755844,0.001461789,-0.0064565185,-0.009496825,-0.01887273,-0.030341588,-0.0022549774,-0.0420754,-0.029324397,-0.0104543995
2029-06-01,-0.016755844,0.000933678,-0.00700018,-0.010866974,-0.01887273,-0.030341588,-0.0022549774,-0.0420754,-0.029324397,-0.0104543995
2029-07-01,-0.016755844,0.0021071122,-0.00700018,-0.011727132,-0.01887273,-0.030341588,-0.0022549774,-0.0420754,-0.029324397,-0.0104543995
2029-08-01,-0.016710807,0.000104951636,-0.00700018,-0.011727132,-0.01887273,-0.030341588,-0.002239656,-0.0420754,-0.029324397,-0.009770756
2029-09-01,-0.0099861175,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.038539477,-0.026007663,-0.009770756
2029-10-01,-0.0099861175,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.038539477,-0.026007663,-0.009770756
2029-11-01,-0.0099861175,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.038539477,-0.026007663,-0.009770756
2029-12-01,-0.0099861175,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.038539477,-0.026007663,-0.009770756
2030-01-01,-0.012022708,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.038539477,-0.03338134,-0.009770756
2030-02-01,-0.012022708,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.038539477,-0.03455623,-0.009770756
2030-03-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.009770756
2030-04-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.009770756
2030-06-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.009770756
2030-07-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2030-08-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2030-09-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2030-10-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2030-11-01,-0.0075922143,0.000104951636,-0.00700018,-0.011727132,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2030-12-01,-0.0075922143,0.000104951636,-0.00700018,-0.011638168,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2031-01-01,-0.0075922143,0.000104951636,-0.00700018,-0.011638168,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2031-02-01,-0.0075922143,0.000104951636,-0.00700018,-0.011638168,-0.017922822,-0.030341588,-0.002239656,-0.039237056,-0.03455623,-0.011006044
2031-03-01,-0.0075922143,0.000104951636,-0.00700018,-0.011638168,-0.017922822,-0.030341588,-0.002239656,-0.039579503,-0.032709993,-0.011006044
2031-04-01,-0.0075922143,0.000104951636,-0.00700018,-0.011638168,-0.017922822,-0.030341588,-0.002239656,-0.039579503,-0.032709993,-0.011006044
2031-05-01,-0.0075922143,0.000104951636,-0.00700018,-0.012639549,-0.017922822,-0.030341588,-0.002239656,-0.039579503,-0.032841194,-0.011006044
2031-06-01,-0.0075922143,0.000104951636,-0.00700018,-0.012639549,-0.017922822,-0.030341588,-0.002239656,-0.039579503,-0.032841194,-0.0070437146
2031-07-01,-0.0075922143,0.000104951636,-0.00700018,-0.013602434,-0.017922822,-0.030341588,-0.002239656,-0.04330806,-0.032841194,-0.0070437146
2031-08-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.017922822,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0070437146
2031-09-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.017922822,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0070437146
2031-10-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.0067032157,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2031-11-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2031-12-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-01-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-02-01,-0.0128993755,0.000104951636,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-03-01,-0.0128993755,-0.009684436,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-04-01,-0.0128993755,-0.009684436,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-05-01,-0.0128993755,-0.009684436,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-06-01,-0.0128993755,-0.009684436,-0.00700018,-0.013602434,-0.0070849843,-0.030341588,-0.002239656,-0.044881504,-0.036884643,-0.0033866987
2032-07-01,-0.0128993755,-0.009684436,-0.00700018,-0.013602434,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.0070587564
2032-08-01,-0.0128993755,-0.009684436,-0.00700018,-0.013185712,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.008151286
2032-09-01,-0.0128993755,-0.010139751,-0.00700018,-0.013185712,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.008151286
2032-10-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.008151286
2032-11-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2032-12-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2033-01-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2033-02-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2033-03-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2033-04-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2033-05-01,-0.0128993755,-0.0108274985,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.044881504,-0.036884643,-0.016272666
2033-06-01,-0.0128993755,-0.012776525,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2033-07-01,-0.0128993755,-0.012776525,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2033-08-01,-0.0128993755,-0.012776525,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2033-09-01,-0.0128993755,-0.012776525,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2033-10-01,-0.0128993755,-0.011613834,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2033-11-01,-0.0128993755,-0.011613834,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2033-12-01,-0.0128993755,-0.011613834,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2034-01-01,-0.0128993755,-0.011613834,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2034-02-01,-0.0128993755,-0.011613834,-0.00700018,-0.012535987,-0.0070849843,-0.02795074,-0.002239656,-0.04539356,-0.036884643,-0.027115876
2034-03-01,-0.0128993755,-0.014252918,-0.00622438,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.044793054,-0.036884643,-0.027115876
2034-04-01,-0.0128993755,-0.014252918,-0.004554602,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.036884643,-0.027115876
2034-05-01,-0.0128993755,-0.014252918,-0.004554602,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.036884643,-0.027115876
2034-06-01,-0.0128993755,-0.014252918,-0.004554602,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.036884643,-0.027115876
2034-07-01,-0.0128993755,-0.014252918,-0.005822666,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.036884643,-0.027115876
2034-08-01,-0.0128993755,-0.014252918,-0.005822666,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.036884643,-0.027115876
2034-09-01,-0.0128993755,-0.014252918,-0.005822666,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.036884643,-0.027115876
2034-10-01,-0.0128993755,-0.014941265,-0.005822666,-0.010326063,-0.0070849843,-0.02795074,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2034-11-01,-0.0128993755,-0.014941265,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2034-12-01,-0.0128993755,-0.014941265,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-01-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-02-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-03-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-04-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-05-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-06-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.027563563,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-07-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-08-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-09-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0070849843,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-10-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-11-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2035-12-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-01-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-02-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-03-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-04-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-05-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-06-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-07-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-08-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-09-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-10-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-11-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2036-12-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2037-01-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2037-02-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2037-03-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.027115876
2037-04-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-05-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-06-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-07-01,-0.0128993755,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-08-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-09-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-10-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-11-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2037-12-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-01-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-02-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-03-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-04-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-05-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-06-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-07-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-08-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-09-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-10-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-11-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2038-12-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-01-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-02-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-03-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-04-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-05-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-06-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-07-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-08-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-09-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-10-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-11-01,-0.0065912716,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2039-12-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2040-01-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2040-02-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.03956736,-0.029203726
2040-03-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-04-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-05-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-06-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-07-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-08-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-09-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-10-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-11-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2040-12-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
2041-01-01,-0.008048195,-0.014477447,-0.005822666,-0.010326063,-0.0064790873,-0.026980683,-0.002239656,-0.04405624,-0.039157756,-0.029203726
